TravelTimeCode,SegmentLength,DIRAADT,LOTTRAMP,LOTTRMIDD,LOTTRPMP,TTTRAMP,TTTRMIDD,TTTRPMP,TTTRWE,TTTROVN,PHED,geometry,year
110+04771,5.889,11536,1.03,1.04,1.04,1.08,1.11,1.22,1.07,1.1,,"LINESTRING (-77.32160499999998 37.19562700000006, -77.32131499999997 37.19577400000003, -77.32092799999998 37.19596300000006, -77.32058799999999 37.19612900000004, -77.31769399999996 37.19754800000004, -77.31644099999994 37.19817100000006, -77.31620799999996 37.19828600000005, -77.31561299999998 37.19857500000006, -77.31495699999994 37.19889900000004, -77.31450399999994 37.19912100000005, -77.31306499999994 37.19983200000007, -77.31208199999998 37.200312000000054, -77.31037399999997 37.201152000000036, -77.30965999999995 37.20150400000006, -77.30906999999996 37.20179100000007, -77.30699399999997 37.202810000000056, -77.30598499999996 37.203306000000055, -77.30514899999997 37.203723000000025, -77.30476999999996 37.203918000000044, -77.30438199999998 37.20412600000003, -77.30407199999996 37.20429500000006, -77.30378099999996 37.204469000000074, -77.30344499999995 37.20467700000006, -77.30311499999993 37.20488900000004, -77.30285899999996 37.20506400000005, -77.30253999999996 37.20528600000006, -77.30225199999995 37.205498000000034, -77.30192599999998 37.20574600000003, -77.30166999999994 37.20594200000005, -77.30142399999994 37.20614400000005, -77.30119099999996 37.20633800000007, -77.30096399999996 37.20653900000008, -77.30073999999996 37.20674100000008, -77.30053799999996 37.20692800000006, -77.30030899999997 37.20715100000007, -77.30011099999996 37.20734900000008, -77.29992499999997 37.207546000000036, -77.29972299999997 37.20776200000006, -77.29949499999998 37.208019000000036, -77.29932099999996 37.20822300000003, -77.29908699999999 37.20850500000006, -77.29884399999997 37.20881600000007, -77.29860199999996 37.209137000000055, -77.29836399999994 37.20947200000006, -77.29824399999995 37.209647000000075, -77.29809199999994 37.20988200000005, -77.29787299999998 37.21022900000003, -77.29754999999994 37.21078000000006, -77.29700799999995 37.21175000000005, -77.29618999999997 37.21318100000008, -77.29511099999996 37.21508200000005, -77.29494999999997 37.215373000000056, -77.29485499999998 37.21553400000005, -77.29454299999998 37.21609500000005, -77.29433699999998 37.21650500000004, -77.29417999999998 37.21685400000007, -77.29402099999999 37.21723600000007, -77.29387699999995 37.217621000000065, -77.29374599999994 37.21801000000005, -77.29363499999994 37.218402000000026, -77.29353499999996 37.21879500000006, -77.29345399999994 37.219193000000075, -77.29338299999995 37.219592000000034, -77.29333499999996 37.21999200000005, -77.29329999999999 37.22039300000006, -77.29327799999999 37.22079000000008, -77.29327099999995 37.221168000000034, -77.29327699999999 37.22154500000005, -77.29329899999993 37.22192300000006, -77.29334199999994 37.22235500000005, -77.29349439999999 37.22338680000007, -77.29351899999995 37.22355300000004, -77.29418599999997 37.22791900000004, -77.29432599999996 37.228874000000076, -77.29450899999995 37.23010500000004, -77.29484699999995 37.23228800000004, -77.29516399999994 37.23447500000003, -77.29538519999994 37.23593900000003, -77.29549399999996 37.23665900000003, -77.29574399999996 37.23828600000007, -77.29583399999996 37.23880500000007, -77.29591999999997 37.23922200000004, -77.29601899999994 37.23963500000008, -77.29613499999994 37.24004600000006, -77.29626299999995 37.24045600000005, -77.29640099999995 37.240864000000045, -77.29655599999995 37.24126600000005, -77.29672299999999 37.241666000000066, -77.29690599999998 37.24206300000003, -77.29709799999995 37.24245600000006, -77.29714599999994 37.24254700000006, -77.29730199999995 37.24284600000004, -77.29751899999997 37.24323000000004, -77.29757799999999 37.24332100000004, -77.29775099999995 37.243611000000044, -77.29799899999995 37.24398400000007, -77.29826199999997 37.24435100000005, -77.29853599999996 37.24471200000005, -77.29881899999998 37.24507100000005, -77.29911399999997 37.245422000000076, -77.29931199999999 37.245647000000076, -77.29945099999998 37.245799000000034, -77.29984399999995 37.24621100000007, -77.30024799999995 37.24661400000008, -77.30032999999997 37.24669600000004, -77.30218799999994 37.24853800000005, -77.30318299999993 37.249528000000055, -77.30726299999998 37.253577000000064, -77.30896299999995 37.25531600000005, -77.30912199999995 37.255480000000034, -77.31029899999999 37.25669700000003, -77.31122199999999 37.25765300000006, -77.31183599999997 37.25828300000006, -77.31256499999995 37.25902400000007, -77.31347699999998 37.25993900000003, -77.31407499999995 37.26053200000007, -77.31455899999997 37.26100700000006, -77.31460879999997 37.26105720000004, -77.31491299999993 37.261363000000074, -77.31515799999994 37.26160500000003, -77.31540299999995 37.26184400000005, -77.31574999999998 37.26219200000003, -77.31627199999997 37.262713000000076, -77.31664099999995 37.263078000000064, -77.31674599999997 37.263180000000034, -77.31691099999995 37.26334000000003, -77.31708399999997 37.26350600000006, -77.31727699999993 37.26367200000004, -77.31742099999997 37.26379500000007, -77.31759099999994 37.26393600000006, -77.31779699999998 37.26409800000005, -77.31787439999994 37.264152600000045, -77.31813099999994 37.264350000000036, -77.31827199999998 37.26444300000003, -77.31831999999997 37.26447580000007)",2017
110N04827,0.518,26870,1.02,1.02,1.03,1.07,1.07,1.09,1.09,1.1,,"LINESTRING (-77.42269999999996 37.19916400000005, -77.42296499999998 37.19918300000006, -77.42328999999995 37.19920900000005, -77.42338899999999 37.19921500000004, -77.42411299999998 37.199268000000075, -77.42452599999996 37.19930100000005, -77.42494099999999 37.19933000000003, -77.42523199999994 37.19935400000003, -77.42549999999994 37.19937600000003, -77.42628299999996 37.19943400000005, -77.42633399999994 37.19943800000004, -77.42639299999996 37.19944200000003, -77.42650359999999 37.199449800000025, -77.42674899999997 37.19946700000003, -77.42686399999997 37.199478000000056, -77.42716799999994 37.19950800000004, -77.42733599999997 37.19952800000004, -77.42752599999994 37.19955700000003, -77.42785699999996 37.199618000000044, -77.42817899999994 37.19969400000008, -77.42852499999998 37.19979300000006, -77.42871399999996 37.19986140000003, -77.42913899999996 37.20000900000008, -77.42921999999999 37.20004400000005, -77.42943999999994 37.20013300000005, -77.43002299999995 37.20038400000004, -77.43059699999998 37.20062900000005, -77.43129099999999 37.20092800000003, -77.43138599999997 37.20097000000004, -77.43164599999994 37.20108400000004)",2017
110P04771,0.64,11536,1.06,1.06,1.06,1.21,1.25,2.01,1.1,1.2,,"LINESTRING (-77.31831999999997 37.26447580000007, -77.31836639999995 37.26450220000004, -77.31839379999997 37.26451720000006, -77.31854519999996 37.26460440000005, -77.31984599999998 37.26542500000005, -77.32031499999994 37.265705000000025, -77.32090599999998 37.266061000000036, -77.32161999999994 37.266500000000065, -77.32181799999995 37.266620000000046, -77.32185799999996 37.26664400000004, -77.32196199999998 37.26670840000003, -77.32200599999999 37.26673480000005, -77.32209219999999 37.26678580000004, -77.32217559999998 37.26684220000004, -77.32225779999999 37.266890800000056, -77.32236379999995 37.26695920000003, -77.32253899999995 37.26706200000007, -77.32259099999999 37.26709400000004, -77.32289599999996 37.26727900000003, -77.32313799999997 37.26742100000007, -77.32348999999994 37.26764000000003, -77.32361599999996 37.267716000000064, -77.32382499999994 37.26784500000008, -77.32396099999994 37.26792900000004, -77.32414599999998 37.268043000000034, -77.32484499999998 37.26846100000006, -77.32540499999999 37.268796000000066, -77.32589099999996 37.269089000000065, -77.32625599999994 37.26932100000005, -77.32654379999997 37.26952060000008, -77.32667819999995 37.26961360000007, -77.32675799999998 37.26966900000008, -77.32682239999997 37.26971480000003, -77.32691699999998 37.26978200000008, -77.32701199999997 37.26984700000003, -77.32718599999998 37.26996100000008, -77.32723699999997 37.270002000000034, -77.32730699999996 37.270053000000075, -77.32738099999995 37.270110000000045, -77.32747499999994 37.270188000000076)",2017
110-04826,0.806,26857,1.02,1.02,1.03,1.07,1.07,1.09,1.1,1.1,,"LINESTRING (-77.43164599999994 37.20108400000004, -77.43189499999994 37.201194000000044, -77.43232399999994 37.201374000000044, -77.43254099999996 37.20146700000004, -77.43284299999993 37.201587000000075, -77.43307399999998 37.20167200000003, -77.43333499999994 37.20175900000004, -77.43362699999994 37.201846000000046, -77.43389699999994 37.20191500000004, -77.43416699999995 37.20197500000006, -77.43449799999996 37.20203600000008, -77.43480499999998 37.202079000000026, -77.43485299999998 37.20208400000007, -77.43511299999994 37.202109000000064, -77.43539499999997 37.20212900000007, -77.43554699999999 37.20213300000006, -77.43569499999995 37.202135000000055, -77.43600599999996 37.20213200000006, -77.43631699999997 37.20211900000004, -77.43662699999999 37.20209300000005, -77.43693599999995 37.20205600000003, -77.43724399999996 37.202008000000035, -77.43752899999998 37.20195200000006, -77.43783299999996 37.20188100000007, -77.43813499999999 37.20179400000006, -77.43844499999994 37.20169100000004, -77.43879599999997 37.201562000000024, -77.44103899999999 37.20061400000003, -77.44141499999995 37.20046000000008, -77.44179699999995 37.200319000000036, -77.44208299999997 37.20022600000004, -77.44236999999998 37.200146000000075, -77.44266099999999 37.20007700000008, -77.44294299999996 37.20002000000005, -77.44310199999995 37.19999500000006, -77.44328899999994 37.19996700000007, -77.44340699999998 37.19994800000006, -77.44387299999994 37.19988700000005, -77.44533299999995 37.19969200000003, -77.44543799999997 37.19967800000006)",2017
110+16029,3.044,16627,1.04,1.04,1.04,1.16,1.21,1.55,1.07,1.12,,"LINESTRING (-77.32747499999994 37.270188000000076, -77.32751899999994 37.27022400000004, -77.32762799999995 37.270317000000034, -77.32780499999996 37.270478000000026, -77.32792999999998 37.270594000000074, -77.32805799999994 37.27072100000004, -77.32809599999996 37.27075800000006, -77.32824299999999 37.270909000000074, -77.32836799999995 37.27104300000008, -77.32847599999997 37.27116500000005, -77.32865199999998 37.27137300000004, -77.32875499999994 37.27150300000005, -77.32888299999996 37.27167500000007, -77.32903499999998 37.27188200000006, -77.32918399999994 37.27210800000006, -77.32927999999998 37.27226100000007, -77.32938199999995 37.272433000000035, -77.32946799999996 37.27258800000004, -77.32956599999994 37.27278200000006, -77.32964199999998 37.27293800000007, -77.32970199999994 37.273078000000055, -77.32976099999996 37.27321200000006, -77.32981899999999 37.273367000000064, -77.32987099999997 37.27350400000006, -77.32993799999997 37.27369700000003, -77.32997599999999 37.27383100000003, -77.33002699999997 37.27400200000005, -77.33009499999997 37.274267000000066, -77.33013899999997 37.27447300000006, -77.33017799999999 37.27470100000005, -77.33020699999997 37.27491900000007, -77.33023199999997 37.27513700000003, -77.33024199999994 37.27531700000003, -77.33025099999998 37.275495000000035, -77.33024899999998 37.27574000000004, -77.33024299999994 37.27596600000004, -77.33022899999997 37.276166000000046, -77.33021899999994 37.27626200000003, -77.33020199999999 37.27645700000005, -77.33013799999998 37.27684900000003, -77.32952199999994 37.280350000000055, -77.32940499999995 37.281018000000074, -77.32938199999995 37.28115200000008, -77.32933399999996 37.28140700000006, -77.32927399999994 37.281765000000064, -77.32906599999995 37.28290800000008, -77.32893199999995 37.28372500000006, -77.32884699999994 37.284178000000054, -77.32873899999998 37.28478700000005, -77.32857299999995 37.285720000000026, -77.32848599999994 37.28618400000005, -77.32838799999996 37.28670800000003, -77.32831099999999 37.28714400000007, -77.32825899999995 37.287442000000055, -77.32822199999998 37.287720000000036, -77.32819799999999 37.28794300000004, -77.32817999999997 37.288204000000064, -77.32815399999998 37.28853200000003, -77.32814899999994 37.28871400000003, -77.32815399999998 37.288869000000034, -77.32815399999998 37.288943000000074, -77.32816899999995 37.289168000000075, -77.32820099999998 37.28949700000004, -77.32821799999994 37.28967200000005, -77.32823799999994 37.289833000000044, -77.32826899999998 37.290013000000044, -77.32830599999994 37.29021400000005, -77.32833799999997 37.29037900000003, -77.32838099999998 37.29055500000004, -77.32843999999994 37.29075700000004, -77.32850799999994 37.290995000000066, -77.32856499999997 37.29116400000004, -77.32859179999997 37.29123160000006, -77.32867579999998 37.29136220000004, -77.32895999999994 37.29209800000007, -77.32898599999999 37.29215000000005, -77.32906199999996 37.292295000000024, -77.32916399999993 37.29248400000006, -77.32938699999994 37.292850000000044, -77.32942879999996 37.292918400000076, -77.32952279999995 37.29304380000008, -77.32992699999994 37.29364100000004, -77.33033199999994 37.29421300000007, -77.33059599999996 37.29458600000004, -77.33084199999996 37.29493000000008, -77.33183899999995 37.29634600000003, -77.33234699999997 37.29706900000008, -77.33287299999995 37.297813000000076, -77.33336799999995 37.29851000000008, -77.33357739999997 37.29880980000007, -77.33537399999994 37.301356000000055, -77.33581899999996 37.30198400000006, -77.33628999999996 37.30266400000005, -77.33647399999995 37.302940000000035, -77.33659099999994 37.30314600000003, -77.33679979999994 37.30357040000007, -77.33689199999998 37.30375900000007, -77.33693899999997 37.30386500000003, -77.33696699999996 37.30392800000004, -77.33703799999995 37.304103000000055, -77.33710699999995 37.30430400000006, -77.33711259999995 37.30432160000004, -77.33715499999994 37.304455000000075, -77.33720499999998 37.30463100000003, -77.33722499999999 37.30471000000006, -77.33726599999994 37.30488200000008, -77.33731399999994 37.30511800000005, -77.33732459999999 37.30521700000003, -77.33738199999993 37.30557200000004, -77.33739999999995 37.30572900000004, -77.33740499999999 37.305826000000025, -77.33741899999995 37.305998000000045, -77.33742719999998 37.30616500000008, -77.33742999999998 37.30622200000005, -77.33742899999999 37.306475000000034, -77.33742199999995 37.30664400000006, -77.33740899999998 37.30682500000006, -77.33739799999995 37.306970000000035, -77.33737599999995 37.30714000000006, -77.33734599999997 37.30734200000006, -77.33729599999998 37.30762000000004, -77.33727899999997 37.307691000000034, -77.33723399999997 37.30787900000007, -77.33721499999996 37.30795600000005, -77.33719359999998 37.30803160000005, -77.33713999999998 37.30822100000006, -77.33704299999994 37.308505000000025, -77.33678299999997 37.30915820000007, -77.33628199999998 37.31041700000003, -77.33615779999997 37.31072320000004, -77.33603039999997 37.311037200000044, -77.33589499999994 37.311371000000065, -77.33578599999998 37.311645000000055)",2017
110P16029,0.2,16627,1.03,1.03,1.04,1.09,1.11,1.12,1.08,1.11,,"LINESTRING (-77.33578599999998 37.311645000000055, -77.33570679999997 37.31185100000005, -77.33549399999998 37.31240500000007, -77.33530299999995 37.31289200000003, -77.33470199999994 37.31441200000006)",2017
110+04772,1.794,16627,1.03,1.03,1.03,1.09,1.08,1.11,1.08,1.11,,"LINESTRING (-77.33470199999994 37.31441200000006, -77.33384699999993 37.31658200000004, -77.33373699999999 37.31690800000007, -77.33365299999997 37.31719100000004, -77.33359299999995 37.31745100000006, -77.33357299999994 37.31754700000005, -77.33354399999996 37.317698000000064, -77.33350899999994 37.31791300000003, -77.33348899999999 37.31809100000004, -77.33347899999995 37.318242000000055, -77.33347099999997 37.31844300000006, -77.33346899999998 37.31859500000007, -77.33346899999998 37.31876100000005, -77.33347799999996 37.31893300000007, -77.33349299999998 37.319143000000054, -77.33351399999998 37.31934600000005, -77.33353599999998 37.31948900000003, -77.33356999999995 37.31968000000006, -77.33361899999994 37.31990600000006, -77.33366599999994 37.32010200000008, -77.33370099999996 37.320231000000035, -77.33375999999998 37.32041900000007, -77.33380799999998 37.320557000000065, -77.33386599999994 37.32070900000008, -77.33391399999994 37.32083200000005, -77.33396199999999 37.32094100000006, -77.33403499999997 37.32109400000007, -77.33409899999998 37.32122300000003, -77.33416099999994 37.32134200000007, -77.33425199999994 37.32151300000004, -77.33434599999998 37.321668000000045, -77.33440499999995 37.32176700000008, -77.33447599999994 37.321875000000034, -77.33453899999995 37.321965000000034, -77.33462599999996 37.32209300000005, -77.33477399999998 37.322287000000074, -77.33486999999997 37.32241300000004, -77.33507599999996 37.32265700000005, -77.33533699999998 37.322939000000076, -77.33565899999996 37.32323900000006, -77.33588199999997 37.32343100000003, -77.33608599999997 37.32359300000007, -77.33632099999994 37.32376020000004, -77.33639619999997 37.32381360000005, -77.33648199999999 37.32387120000004, -77.33731339999997 37.32442140000006, -77.33752739999994 37.32456140000005, -77.33789019999995 37.32479260000008, -77.33837019999999 37.32513160000008, -77.33852319999994 37.325244600000076, -77.33864119999998 37.325327800000025, -77.33877799999993 37.325436600000046, -77.33889059999996 37.325537000000054, -77.33916099999993 37.32579400000003, -77.33927099999994 37.32590000000005, -77.33945699999998 37.32608400000004, -77.33958499999994 37.32622200000003, -77.33961899999997 37.32625900000005, -77.33964599999996 37.326288000000034, -77.33972699999998 37.32638700000007, -77.33976579999995 37.32643420000005, -77.33985799999994 37.326546000000064, -77.34000699999996 37.32675700000004, -77.34015999999997 37.32697600000006, -77.34023399999995 37.32709500000004, -77.34030099999995 37.327207000000044, -77.34038299999997 37.327350000000024, -77.34045699999996 37.32748800000007, -77.34051399999998 37.32759900000008, -77.34054999999995 37.327668000000074, -77.34058799999997 37.32775700000008, -77.34062999999998 37.32785400000006, -77.34067599999997 37.32796500000006, -77.34071499999999 37.32807600000007, -77.34075599999994 37.32819800000004, -77.34079699999995 37.32831700000003, -77.34083199999998 37.32843100000008, -77.34088299999996 37.328603000000044, -77.34091599999994 37.32873700000005, -77.34093999999999 37.32883900000007, -77.34098099999994 37.32905400000004, -77.34100099999995 37.329184000000055, -77.34101899999996 37.32931000000008, -77.34102999999999 37.32941100000005, -77.34103999999996 37.329540000000065, -77.34104699999995 37.32968100000005, -77.34104999999994 37.32995500000004, -77.34104499999995 37.33013200000005, -77.34103599999997 37.33025300000003, -77.34102299999995 37.330412000000024, -77.34101099999998 37.33052500000008, -77.34099199999997 37.33065200000004, -77.34096199999993 37.330823000000066, -77.34094099999999 37.33093700000006, -77.34090399999997 37.331094000000064, -77.34086099999996 37.33125600000005, -77.34081199999997 37.331417000000044, -77.34077899999994 37.33151900000007, -77.34073599999994 37.33163200000007, -77.34063699999996 37.331893000000036, -77.34055599999994 37.33207500000003, -77.34041899999994 37.332385000000045, -77.34030899999993 37.332629000000054, -77.34010299999994 37.33306600000003, -77.33990499999999 37.33349400000003, -77.33971499999996 37.333893000000046, -77.33949899999999 37.33436100000006, -77.33934399999998 37.33470600000004, -77.33920599999993 37.33500800000007, -77.33904499999994 37.33535000000006, -77.33887799999997 37.33571600000005, -77.33868799999993 37.33612500000004, -77.33853999999997 37.33645400000006, -77.33831199999997 37.33692700000006, -77.33824999999996 37.33706200000006, -77.33813599999996 37.33731100000006, -77.33808699999997 37.337416000000076, -77.33790999999997 37.337803000000065)",2017
110P04772,0.762,17276,1.07,1.06,1.06,1.24,1.21,1.26,1.29,1.32,,"LINESTRING (-77.33790999999997 37.337803000000065, -77.33772599999998 37.33819100000005, -77.33755299999996 37.33855200000005, -77.33739999999995 37.33886800000005, -77.33695399999993 37.33980900000006, -77.33687499999996 37.339980000000025, -77.33657499999998 37.34062000000006, -77.33620299999995 37.341432000000054, -77.33612199999999 37.34161700000004, -77.33581699999996 37.34228200000007, -77.33560399999999 37.34272900000008, -77.33554699999996 37.342854000000045, -77.33551099999994 37.34293300000007, -77.33544799999999 37.34307000000007, -77.33542199999994 37.34312200000005, -77.33540299999999 37.343157000000076, -77.33535699999999 37.343254400000035, -77.33533539999996 37.343301600000075, -77.33531659999994 37.34333920000006, -77.33521499999995 37.34357000000006, -77.33484499999997 37.344377000000065, -77.33463699999999 37.34481500000004, -77.33446899999996 37.34520100000003, -77.33433099999996 37.34555500000005, -77.33423099999999 37.34585100000004, -77.33412899999996 37.34619800000007, -77.33403799999996 37.34654800000004, -77.33396799999997 37.34690100000006, -77.33390899999995 37.34725600000007, -77.33386299999995 37.34761200000003, -77.33382899999998 37.347969000000035, -77.33382599999999 37.34828700000003)",2017
110-05441,0.006,25284,1.02,1.02,1.03,1.07,1.06,1.09,1.09,1.11,,"LINESTRING (-77.44533299999995 37.19969200000003, -77.44543799999997 37.19967800000006)",2017
110-05440,0.756,25284,1.03,1.03,1.03,1.09,1.08,1.11,1.13,1.13,,"LINESTRING (-77.44543799999997 37.19967800000006, -77.44586899999996 37.199621000000036, -77.44599999999997 37.19960200000003, -77.44819099999995 37.199321000000054, -77.44850399999996 37.199290000000076, -77.44864599999994 37.199276000000054, -77.44909999999999 37.199245000000076, -77.44959299999994 37.19921900000003, -77.45018899999997 37.19920200000007, -77.45123999999998 37.19919700000003, -77.45156299999996 37.199198000000024, -77.45436399999994 37.19919600000003, -77.45447399999995 37.19919500000003, -77.45468999999997 37.199194000000034, -77.45649699999996 37.19918000000007, -77.45653519999996 37.199179800000024, -77.45754799999997 37.19917400000003, -77.45859999999999 37.199182000000064, -77.45913599999994 37.19918800000005)",2017
110N05440,0.475,25084,1.03,1.03,1.04,1.13,1.12,1.15,1.18,1.15,,"LINESTRING (-77.45913599999994 37.19918800000005, -77.45930399999997 37.199190000000044, -77.46122699999995 37.19923600000004, -77.46143099999995 37.19924400000008, -77.46189299999998 37.199257000000046, -77.46248099999997 37.199268000000075, -77.46274699999998 37.19927300000006, -77.46278899999999 37.199274600000024, -77.46291979999995 37.19927880000006, -77.46305299999995 37.19928300000004, -77.46310819999997 37.19928340000007, -77.46320899999995 37.199284000000034, -77.46344799999997 37.19928900000008, -77.46485199999995 37.19932400000005, -77.46559099999996 37.199335000000076, -77.46606099999997 37.19933700000007, -77.46659399999999 37.19932800000004, -77.46710299999995 37.19931800000006, -77.46734899999996 37.19930700000003, -77.46777299999997 37.199288000000024)",2017
110-05439,1.35,20128,1.03,1.03,1.04,1.09,1.08,1.11,1.13,1.13,,"LINESTRING (-77.46777299999997 37.199288000000024, -77.46819899999997 37.199265000000025, -77.46864499999998 37.199235000000044, -77.46901899999995 37.19920100000007, -77.46952499999998 37.19915600000007, -77.46998799999994 37.199104000000034, -77.47048599999994 37.19904500000007, -77.47061399999996 37.19902900000005, -77.47081999999995 37.19899900000007, -77.47139699999997 37.19891100000007, -77.47244599999993 37.198727000000076, -77.47283199999998 37.19865400000003, -77.47321299999999 37.198574000000065, -77.47367399999996 37.198473000000035, -77.47405099999997 37.19838500000003, -77.47440199999994 37.19829900000008, -77.47485799999998 37.19818300000003, -77.47530999999998 37.19805700000006, -77.47578999999996 37.19792200000006, -77.47611699999999 37.197824000000026, -77.47637299999997 37.197741000000065, -77.47658779999995 37.19767060000004, -77.47672579999994 37.19762520000006, -77.47688499999998 37.197573000000034, -77.47724599999998 37.19745100000006, -77.47765999999996 37.19730400000003, -77.47809699999993 37.19713600000006, -77.47879699999999 37.19686000000007, -77.47932399999996 37.19664000000006, -77.47983799999997 37.19641100000007, -77.48020799999995 37.196240000000046, -77.48061599999994 37.19604500000003, -77.48104299999994 37.19583000000006, -77.48137899999995 37.195659000000035, -77.48170799999997 37.19548600000007, -77.48203199999995 37.19530700000007, -77.48237699999999 37.19511000000006, -77.48312499999997 37.19466700000004, -77.48365799999993 37.19433500000008, -77.48420199999998 37.193977000000075, -77.48445699999996 37.193801000000065, -77.48489499999994 37.193482000000074, -77.48536999999999 37.19313200000005, -77.48571499999997 37.19286400000004, -77.48603299999996 37.19261000000006, -77.48626699999994 37.19241400000004, -77.48650599999996 37.19221100000004, -77.48683699999998 37.191914000000054, -77.48697199999998 37.19179500000007, -77.48754499999995 37.19125400000007, -77.48781199999996 37.19098100000008, -77.48807299999999 37.19071300000007, -77.48832799999997 37.19044300000007, -77.48857399999997 37.190169000000026)",2017
110N05439,0.506,17722,1.03,1.03,1.03,1.07,1.08,1.08,1.08,1.09,,"LINESTRING (-77.48857399999997 37.190169000000026, -77.48875599999997 37.189955000000054, -77.48887599999995 37.18982600000004, -77.48906799999997 37.189595000000054, -77.48916199999996 37.18948300000005, -77.48941699999995 37.18915800000008, -77.48967899999997 37.18881300000004, -77.48992199999998 37.188483000000076, -77.49013079999997 37.188154600000075, -77.49035559999999 37.187787600000036, -77.49060399999996 37.18736100000007, -77.49086279999995 37.18695160000004, -77.49097099999994 37.18676920000007, -77.49102399999998 37.186680000000024, -77.49106659999995 37.18660360000007, -77.49120679999999 37.186326000000065, -77.49133619999998 37.18606920000008, -77.49150179999998 37.185761600000035, -77.49167519999997 37.18536880000005, -77.49185339999997 37.18499300000008, -77.49202739999998 37.18463460000004, -77.49219059999996 37.18425680000007, -77.49233599999997 37.18389900000005, -77.49237899999997 37.183778000000075, -77.49245399999995 37.18356200000005)",2017
